id,code,img,title,album,cnt,regDate,modDate
8109412,R&B/Soul,https://cdnimg.melon.co.kr/cm/album/images/026/74/623/2674623_500.jpg/melon/resize/120/quality/80/optimize,D(halfmoon)(Feat.개코),130Mood:TRBL,258219,2026-03-04T17:30:44.000Z,2026-03-04T17:30:44.000Z
8233373,R&B/Soul,https://cdnimg.melon.co.kr/cm/album/images/026/92/170/2692170_500.jpg/melon/resize/120/quality/80/optimize,Byebyemyblue,Byebyemyblue,267508,2026-03-04T17:30:44.000Z,2026-03-04T17:30:44.000Z
8271355,랩/힙합,https://cdnimg.melon.co.kr/cm/album/images/026/88/360/2688360_500.jpg/melon/resize/120/quality/80/optimize,"AndJuly(Feat.DEAN,DJFriz)",AndJuly,207073,2026-03-04T11:05:16.000Z,2026-03-04T17:42:23.000Z
30049271,R&B/Soul,https://cdnimg.melon.co.kr/cm/album/images/100/08/163/10008163_500.jpg/melon/resize/120/quality/80/optimize,"AllIWannaDo(K)(Feat.Hoody,Loco)",EVERYTHINGYOUWANTED,246695,2026-03-04T17:30:44.000Z,2026-03-04T17:30:44.000Z
30157753,R&B/Soul,https://cdnimg.melon.co.kr/cm/album/images/100/24/106/10024106_500.jpg/melon/resize/120/quality/80/optimize,Beautiful,도깨비OSTPart4,237944,2026-03-04T17:30:44.000Z,2026-03-04T17:30:44.000Z
30177124,트로트,https://cdnimg.melon.co.kr/cm/album/images/100/27/181/10027181_500.jpg/melon/resize/120/quality/80/optimize,내이름아시죠,장민호1집드라마,14953,2026-03-04T12:28:38.000Z,2026-03-04T12:28:38.000Z
30244931,랩/힙합,https://cdnimg.melon.co.kr/cm/album/images/100/37/969/10037969_500.jpg/melon/resize/120/quality/80/optimize,봄날,YOUNEVERWALKALONE,507577,2026-03-04T11:05:16.000Z,2026-03-04T17:52:14.000Z
30461396,R&B/Soul,https://cdnimg.melon.co.kr/cm/album/images/100/69/644/10069644_500.jpg/melon/resize/120/quality/80/optimize,"무제(無題)(Untitled,2014)",권지용,324623,2026-03-04T17:30:44.000Z,2026-03-04T17:30:44.000Z
30492279,R&B/Soul,https://cdnimg.melon.co.kr/cm/album/images/100/74/454/10074454_500.jpg/melon/resize/120/quality/80/optimize,비도오고그래서(Feat.신용재),///(너먹구름비),307150,2026-03-04T17:30:44.000Z,2026-03-04T17:30:44.000Z
30607447,트로트,https://cdnimg.melon.co.kr/cm/album/images/100/92/319/10092319_500.jpg/melon/resize/120/quality/80/optimize,고맙소,고맙소,14465,2026-03-04T12:28:38.000Z,2026-03-04T12:28:38.000Z
30613202,랩/힙합,https://cdnimg.melon.co.kr/cm/album/images/100/93/389/10093389_500.jpg/melon/resize/120/quality/80/optimize,시차(WeAre)(Feat.로꼬&GRAY),시차(WeAre),357377,2026-03-04T11:05:16.000Z,2026-03-04T17:42:23.000Z
30660283,랩/힙합,https://cdnimg.melon.co.kr/cm/album/images/101/00/658/10100658_500.jpg/melon/resize/120/quality/80/optimize,Jasmine,Jasmine,202470,2026-03-04T11:05:16.000Z,2026-03-04T17:42:23.000Z
30732377,R&B/Soul,https://cdnimg.melon.co.kr/cm/album/images/101/11/920/10111920_500.jpg/melon/resize/120/quality/80/optimize,Boat,Boat,228977,2026-03-04T17:30:44.000Z,2026-03-04T17:30:44.000Z
30806580,R&B/Soul,https://cdnimg.melon.co.kr/cm/album/images/101/22/929/10122929_500.jpg/melon/resize/120/quality/80/optimize,instagram,instagram,299311,2026-03-04T17:30:44.000Z,2026-03-04T17:30:44.000Z
30809895,R&B/Soul,https://cdnimg.melon.co.kr/cm/album/images/101/23/639/10123639_500.jpg/melon/resize/120/quality/80/optimize,미안해,inside,215592,2026-03-04T17:30:44.000Z,2026-03-04T17:30:44.000Z
30877002,GN0100,https://cdnimg.melon.co.kr/cm/album/images/101/36/251/10136251_500.jpg/melon/resize/120/quality/80/optimize,눈사람,그리고봄,307903,2026-03-04T11:08:29.000Z,2026-03-04T13:01:49.000Z
30948698,R&B/Soul,https://cdnimg.melon.co.kr/cm/album/images/101/47/314/10147314_500.jpg/melon/resize/120/quality/80/optimize,꽃길,꽃길,252858,2026-03-04T17:30:44.000Z,2026-03-04T17:30:44.000Z
30962526,GN0100,https://cdnimg.melon.co.kr/cm/album/images/101/49/492/10149492_500.jpg/melon/resize/120/quality/80/optimize,"모든날,모든순간(Everyday,EveryMoment)",'키스먼저할까요?'OSTPart.3,438425,2026-03-04T11:08:29.000Z,2026-03-04T13:01:49.000Z
31249401,R&B/Soul,https://cdnimg.melon.co.kr/cm/album/images/101/94/744/10194744_500.jpg/melon/resize/120/quality/80/optimize,josee!,josee!,81096,2026-03-04T17:30:44.000Z,2026-03-04T17:30:44.000Z
31295312,랩/힙합,https://cdnimg.melon.co.kr/cm/album/images/102/02/362/10202362_500.jpg/melon/resize/120/quality/80/optimize,Trip(Feat.Hannah),Trip,176407,2026-03-04T11:05:16.000Z,2026-03-04T11:05:16.000Z
31344113,랩/힙합,https://cdnimg.melon.co.kr/cm/album/images/102/10/198/10210198_500.jpg/melon/resize/120/quality/80/optimize,시간이들겠지(Feat.Colde),시간이들겠지,180781,2026-03-04T11:05:16.000Z,2026-03-04T17:42:23.000Z
31368699,트로트,https://cdnimg.melon.co.kr/cm/album/images/102/14/084/10214084_500.jpg/melon/resize/120/quality/80/optimize,니가왜거기서나와(Narr.고은아),니가왜거기서나와,64647,2026-03-04T12:28:38.000Z,2026-03-04T12:28:38.000Z
31655897,트로트,https://cdnimg.melon.co.kr/cm/album/images/102/59/010/10259010_500.jpg/melon/resize/120/quality/80/optimize,오늘밤에,LotsofLove,57456,2026-03-04T12:28:38.000Z,2026-03-04T12:28:38.000Z
31657932,트로트,https://cdnimg.melon.co.kr/cm/album/images/102/59/403/10259403_500.jpg/melon/resize/120/quality/80/optimize,목포행완행열차,préparation(쁘레빠라씨용),29789,2026-03-04T12:28:38.000Z,2026-03-04T12:28:38.000Z
31657937,트로트,https://cdnimg.melon.co.kr/cm/album/images/102/59/403/10259403_500.jpg/melon/resize/120/quality/80/optimize,사랑참,préparation(쁘레빠라씨용),20636,2026-03-04T12:28:38.000Z,2026-03-04T13:14:06.000Z
31742666,GN0100,https://cdnimg.melon.co.kr/cm/album/images/102/74/611/10274611_500.jpg/melon/resize/120/quality/80/optimize,나무,나무,177989,2026-03-04T11:08:29.000Z,2026-03-04T13:01:49.000Z
31853557,R&B/Soul,https://cdnimg.melon.co.kr/cm/album/images/102/94/603/10294603_500.jpg/melon/resize/120/quality/80/optimize,오늘도빛나는너에게(ToYouMyLight)(Feat.이라온),RedMoon:ToYouMyLight,294970,2026-03-04T17:30:44.000Z,2026-03-04T17:30:44.000Z
31893681,R&B/Soul,https://cdnimg.melon.co.kr/cm/album/images/103/01/811/10301811_500.jpg/melon/resize/120/quality/80/optimize,"괜찮아도괜찮아(That\"sokay)","괜찮아도괜찮아(That\"sokay)-SMSTATION",306434,2026-03-04T17:30:44.000Z,2026-03-04T17:30:44.000Z
31918235,트로트,https://cdnimg.melon.co.kr/cm/album/images/103/05/694/10305694_500.jpg/melon/resize/120/quality/80/optimize,평행선,FirstSingle,7625,2026-03-04T12:28:38.000Z,2026-03-04T12:28:38.000Z
32061975,GN0100,https://cdnimg.melon.co.kr/cm2/album/images/103/31/947/10331947_500.jpg/melon/resize/120/quality/80/optimize,"어떻게이별까지사랑하겠어,널사랑하는거지",항해,492833,2026-03-04T11:08:29.000Z,2026-03-04T11:08:29.000Z
32145248,트로트,https://cdnimg.melon.co.kr/cm2/album/images/103/46/934/10346934_500.jpg/melon/resize/120/quality/80/optimize,서울의달,"송가인1stALBUM\"佳人\"",22031,2026-03-04T12:28:38.000Z,2026-03-04T13:14:06.000Z
32224272,랩/힙합,https://cdnimg.melon.co.kr/cm2/album/images/103/59/162/10359162_500.jpg/melon/resize/120/quality/80/optimize,METEOR,Boyhood,313087,2026-03-04T11:05:16.000Z,2026-03-04T11:05:16.000Z
32243273,R&B/Soul,https://cdnimg.melon.co.kr/cm2/album/images/103/62/776/10362776_20191210144641_500.jpg/melon/resize/120/quality/80/optimize,Square(2017),EveryletterIsentyou.,315959,2026-03-04T17:30:44.000Z,2026-03-04T17:30:44.000Z
32307439,랩/힙합,https://cdnimg.melon.co.kr/cm2/album/images/103/73/988/10373988_20200109140720_500.jpg/melon/resize/120/quality/80/optimize,NerdyLove(Feat.백예린),NerdyLove(Feat.백예린),149028,2026-03-04T17:42:23.000Z,2026-03-04T17:42:23.000Z
32323330,트로트,https://cdnimg.melon.co.kr/cm2/album/images/103/77/157/10377157_20200117113740_500.jpg/melon/resize/120/quality/80/optimize,바램,내일은미스터트롯예선곡베스트,71895,2026-03-04T12:28:38.000Z,2026-03-04T12:28:38.000Z
32323333,트로트,https://cdnimg.melon.co.kr/cm2/album/images/103/77/157/10377157_20200117113740_500.jpg/melon/resize/120/quality/80/optimize,진또배기,내일은미스터트롯예선곡베스트,47241,2026-03-04T12:28:38.000Z,2026-03-04T12:28:38.000Z
32341095,트로트,https://cdnimg.melon.co.kr/cm2/album/images/103/80/994/10380994_20200130104559_500.jpg/melon/resize/120/quality/80/optimize,막걸리한잔,내일은미스터트롯데스매치PART1,51403,2026-03-04T12:28:38.000Z,2026-03-04T12:28:38.000Z
32397381,트로트,https://cdnimg.melon.co.kr/cm2/album/images/103/91/899/10391899_20200221103027_500.jpg/melon/resize/120/quality/80/optimize,어느60대노부부이야기,내일은미스터트롯트롯에이드베스트,81444,2026-03-04T12:28:38.000Z,2026-03-04T12:28:38.000Z
32457751,트로트,https://cdnimg.melon.co.kr/cm2/album/images/104/02/513/10402513_20200313112215_500.jpg/melon/resize/120/quality/80/optimize,찐이야,내일은미스터트롯결승전베스트,69999,2026-03-04T12:28:38.000Z,2026-03-04T12:28:38.000Z
32508053,트로트,https://cdnimg.melon.co.kr/cm2/album/images/104/12/319/10412319_20200403103006_500.jpg/melon/resize/120/quality/80/optimize,이제나만믿어요,내일은미스터트롯우승자특전곡,183178,2026-03-04T12:28:38.000Z,2026-03-04T12:28:38.000Z
32626922,트로트,https://cdnimg.melon.co.kr/cm2/album/images/104/36/135/10436135_20200527160726_500.jpg/melon/resize/120/quality/80/optimize,시절인연(時節因緣),꼰대인턴OSTPart2,37391,2026-03-04T12:28:38.000Z,2026-03-04T13:14:06.000Z
32698101,랩/힙합,https://cdnimg.melon.co.kr/cm2/album/images/104/47/520/10447520_20200619123343_500.jpg/melon/resize/120/quality/80/optimize,OHAYOMYNIGHT,OHAYOMYNIGHT,244189,2026-03-04T11:05:16.000Z,2026-03-04T17:52:14.000Z
32790874,랩/힙합,https://cdnimg.melon.co.kr/cm2/album/images/104/62/855/10462855_20200717153814_500.jpg/melon/resize/120/quality/80/optimize,"Rainyday(Feat.ASHISLAND,SkinnyBrown)",Rainyday,174168,2026-03-04T11:05:16.000Z,2026-03-04T11:05:16.000Z
32866582,트로트,https://cdnimg.melon.co.kr/cm2/album/images/104/77/865/10477865_20200819145718_500.jpg/melon/resize/120/quality/80/optimize,테스형!,아홉이야기,28439,2026-03-04T12:28:38.000Z,2026-03-04T12:28:38.000Z
33070223,트로트,https://cdnimg.melon.co.kr/cm2/album/images/105/19/994/10519994_20201118144036_500.jpg/melon/resize/120/quality/80/optimize,돼지토끼,돼지토끼,28015,2026-03-04T12:28:38.000Z,2026-03-04T12:28:38.000Z
33241003,GN0100,https://cdnimg.melon.co.kr/cm2/album/images/105/54/647/10554647_20210127173809_500.jpg/melon/resize/120/quality/80/optimize,그대작은나의세상이되어,부재,75392,2026-03-04T11:08:29.000Z,2026-03-04T13:01:49.000Z
33334136,랩/힙합,https://cdnimg.melon.co.kr/cm2/album/images/105/74/149/10574149_20210305155403_500.jpg/melon/resize/120/quality/80/optimize,FLYINGHIGHWITHU,FLYINGHIGHWITHU,72581,2026-03-04T11:05:16.000Z,2026-03-04T17:52:14.000Z
33337651,트로트,https://cdnimg.melon.co.kr/cm2/album/images/105/75/005/10575005_20210309113840_500.jpg/melon/resize/120/quality/80/optimize,별빛같은나의사랑아,별빛같은나의사랑아,82592,2026-03-04T12:28:38.000Z,2026-03-04T12:28:38.000Z
33411344,GN0100,https://cdnimg.melon.co.kr/cm2/album/images/105/92/109/10592109_20210413181735_500.jpg/melon/resize/120/quality/80/optimize,봄내음보다너를,봄내음보다너를,117839,2026-03-04T11:08:29.000Z,2026-03-04T13:01:49.000Z
33496587,GN0100,https://cdnimg.melon.co.kr/cm2/album/images/106/10/525/10610525_20210518143433_500.jpg/melon/resize/120/quality/80/optimize,다정히내이름을부르면,다정히내이름을부르면(경서예지x전건호),221902,2026-03-04T11:08:29.000Z,2026-03-04T11:08:29.000Z
33503722,R&B/Soul,https://cdnimg.melon.co.kr/cm2/album/images/106/11/845/10611845_20210520170350_500.jpg/melon/resize/120/quality/80/optimize,헤픈우연,HAPPEN,211911,2026-03-04T17:30:44.000Z,2026-03-04T17:30:44.000Z
33855085,GN0100,https://cdnimg.melon.co.kr/cm2/album/images/106/92/255/10692255_20210825184324_500.jpg/melon/resize/120/quality/80/optimize,가까운듯먼그대여,가까운듯먼그대여,146890,2026-03-04T11:08:29.000Z,2026-03-04T13:01:49.000Z
33976677,R&B/Soul,https://cdnimg.melon.co.kr/cm2/album/images/107/16/174/10716174_20210916153439_500.jpg/melon/resize/120/quality/80/optimize,찰나가영원이될때(TheEternalMoment),RedMoon:BeyondTheLight,118799,2026-03-04T17:30:44.000Z,2026-03-04T17:30:44.000Z
33978183,R&B/Soul,https://cdnimg.melon.co.kr/cm2/album/images/107/16/399/10716399_20210916173429_500.jpg/melon/resize/120/quality/80/optimize,너를생각해,너를생각해,171451,2026-03-04T17:30:44.000Z,2026-03-04T17:30:44.000Z
34061322,GN0100,https://cdnimg.melon.co.kr/cm2/album/images/107/35/654/10735654_20211008114339_500.jpg/melon/resize/120/quality/80/optimize,사랑은늘도망가,신사와아가씨OSTPart.2,236531,2026-03-04T11:08:29.000Z,2026-03-04T11:08:29.000Z
34360855,GN0100,https://cdnimg.melon.co.kr/cm2/album/images/108/01/677/10801677_20211202181813_500.jpg/melon/resize/120/quality/80/optimize,눈이오잖아(Feat.헤이즈),눈이오잖아(Feat.헤이즈),171017,2026-03-04T11:08:29.000Z,2026-03-04T11:08:29.000Z
34451383,GN0100,https://cdnimg.melon.co.kr/cm2/album/images/108/21/699/10821699_20231205103724_500.jpg/melon/resize/120/quality/80/optimize,인사,인사,160907,2026-03-04T11:08:29.000Z,2026-03-04T11:08:29.000Z
34518500,R&B/Soul,https://cdnimg.melon.co.kr/cm2/album/images/108/37/317/10837317_20220110145758_500.jpg/melon/resize/120/quality/80/optimize,PolaroidLove,DIMENSION:ANSWER,133989,2026-03-04T17:30:44.000Z,2026-03-04T17:30:44.000Z
