id,code,img,title,album,cnt,regDate,modDate
4275834,트로트,https://cdnimg.melon.co.kr/cm/album/images/022/10/535/2210535_500.jpg/melon/resize/120/quality/80/optimize,사랑찾아인생찾아,왕가네식구들OSTPart.1,20262,2026-03-04T12:28:38.000Z,2026-03-04T12:28:38.000Z
4352438,GN0100,https://cdnimg.melon.co.kr/cm/album/images/022/19/671/2219671_500.jpg/melon/resize/120/quality/80/optimize,첫눈,겨울스페셜앨범'12월의기적(MiraclesInDecember)',323462,2026-03-04T11:08:29.000Z,2026-03-04T11:08:29.000Z
4433490,R&B/Soul,https://cdnimg.melon.co.kr/cm/album/images/022/30/890/2230890_500.jpg/melon/resize/120/quality/80/optimize,썸(Feat.릴보이Of긱스),썸,178101,2026-03-04T17:30:44.000Z,2026-03-04T17:30:44.000Z
4446485,GN0100,https://cdnimg.melon.co.kr/cm/album/images/022/32/505/2232505_500.jpg/melon/resize/120/quality/80/optimize,너의모든순간,별에서온그대OSTPart.7,318976,2026-03-04T11:08:29.000Z,2026-03-04T13:01:49.000Z
4594680,R&B/Soul,https://cdnimg.melon.co.kr/cm/album/images/022/50/420/2250420_500.jpg/melon/resize/120/quality/80/optimize,요즘바쁜가봐,SoulMate(소울메이트),77341,2026-03-04T17:30:44.000Z,2026-03-04T17:30:44.000Z
5450271,트로트,https://cdnimg.melon.co.kr/cm/album/images/022/89/464/2289464_500.jpg/melon/resize/120/quality/80/optimize,산다는건(CheerUp),인생노트(LIFENOTE),46405,2026-03-04T12:28:38.000Z,2026-03-04T12:28:38.000Z
5650996,랩/힙합,https://cdnimg.melon.co.kr/cm/album/images/023/12/287/2312287_500.jpg/melon/resize/120/quality/80/optimize,우연히봄,냄새를보는소녀OSTPart.2,181382,2026-03-04T11:05:16.000Z,2026-03-04T17:42:23.000Z
5716847,트로트,https://cdnimg.melon.co.kr/cm/album/images/023/21/181/2321181_500.jpg/melon/resize/120/quality/80/optimize,보릿고개,진성(안동역에서),13082,2026-03-04T12:28:38.000Z,2026-03-04T12:28:38.000Z
8005879,R&B/Soul,https://cdnimg.melon.co.kr/cm/album/images/026/60/715/2660715_500.jpg/melon/resize/120/quality/80/optimize,Dream(Prod.by박근태),Dream,217321,2026-03-04T17:30:44.000Z,2026-03-04T17:30:44.000Z
8026677,R&B/Soul,https://cdnimg.melon.co.kr/cm/album/images/026/63/424/2663424_500.jpg/melon/resize/120/quality/80/optimize,잊어버리지마(Feat.태연),잊어버리지마,206759,2026-03-04T17:30:44.000Z,2026-03-04T17:30:44.000Z
8086947,R&B/Soul,https://cdnimg.melon.co.kr/cm/album/images/026/71/866/2671866_500.jpg/melon/resize/120/quality/80/optimize,한숨,SEOULITE,282919,2026-03-04T17:30:44.000Z,2026-03-04T17:30:44.000Z
