id,code,img,title
36695861,GN0300,https://cdnimg.melon.co.kr/cm2/album/images/113/04/600/11304600_20230811140259_500.jpg/melon/resize/120/quality/80/optimize,거리에서(Feat.ASHISLAND)
36699489,GN0100,https://cdnimg.melon.co.kr/cm2/album/images/113/05/759/11305759_20230814111006_500.jpg/melon/resize/120/quality/80/optimize,그대만있다면(여름날우리X너드커넥션(NerdConnection))
36964267,GN0400,https://cdnimg.melon.co.kr/cm2/album/images/113/64/565/11364565_20231114112249_500.jpg/melon/resize/120/quality/80/optimize,미워(Ego)
37003911,GN0400,https://cdnimg.melon.co.kr/cm2/album/images/113/72/896/11372896_20231127104957_500.jpg/melon/resize/120/quality/80/optimize,To.X
37023625,GN0100,https://cdnimg.melon.co.kr/cm2/album/images/113/76/816/11376816_20231201120653_500.jpg/melon/resize/120/quality/80/optimize,비의랩소디
37069064,GN0100,https://cdnimg.melon.co.kr/cm2/album/images/113/86/568/11386568_20231218192452_500.jpg/melon/resize/120/quality/80/optimize,슬픈초대장
37125843,GN0400,https://cdnimg.melon.co.kr/cm2/album/images/114/00/015/11400015_20240116162843_500.jpg/melon/resize/120/quality/80/optimize,"YesorNo(Feat.허윤진ofLESSERAFIM,Crush)"
37138469,GN0200,https://cdnimg.melon.co.kr/cm2/album/images/114/02/655/11402655_20240129121016_500.jpg/melon/resize/120/quality/80/optimize,나는아픈건딱질색이니까
37140709,GN0200,https://cdnimg.melon.co.kr/cm2/album/images/113/91/902/11391902_20250922111638_500.jpg/melon/resize/120/quality/80/optimize,첫만남은계획대로되지않아
37145732,GN0100,https://cdnimg.melon.co.kr/cm2/album/images/114/04/142/11404142_20240220141548_500.jpg/melon/resize/120/quality/80/optimize,Lovewinsall
37194943,GN0400,https://cdnimg.melon.co.kr/cm2/album/images/114/15/997/11415997_20240226162412_500.jpg/melon/resize/120/quality/80/optimize,밤양갱
37228861,GN0100,https://cdnimg.melon.co.kr/cm2/album/images/114/21/941/11421941_20240220105008_500.jpg/melon/resize/120/quality/80/optimize,천상연
37347911,GN0200,https://cdnimg.melon.co.kr/cm2/album/images/114/50/069/11450069_20240325110702_500.jpg/melon/resize/120/quality/80/optimize,Magnetic
